Word,Occurrences,Steps
truckle,2,3
LITERARY,1,1
bedaubed,1,1
accurate,2,3
Crosspatch,1,1
shouldst,1,1
gifted,4,7
along,30,59
chirped,3,5
greeting,3,5
seat,25,49
song,15,29
quantity,4,7
exclamation,6,11
curly,12,23
dismay,14,27
crimp,2,3
dawdled,1,1
rows,2,3
contributed,1,1
finely,4,7
move,6,11
cheer,3,5
Woe,1,1
possible,20,39
pointed,7,13
bothered,2,3
shown,4,7
vex,2,3
spinsters,2,3
inevitability,1,1
wiggled,1,1
Hampton,2,3
cocked,5,9
fishermen,1,1
bring,36,71
unless,22,43
creeter,2,3
washed,1,1
Act,4,7
packs,1,1
active,5,9
survey,2,3
Sir:,1,1
installed,1,1
forgets,3,5
thermometer,1,1
ceremony,4,7
MISCHIEF,1,1
hash,2,3
decapitated,1,1
Ristori,1,1
canopies,1,1
flints,1,1
barricading,1,1
compassion,2,3
wrongdoing,1,1
smell,5,9
thrashed,1,1
Oui,1,1
theirs,4,7
started,12,23
bustle,3,5
trials,7,13
protection,5,9
hinting,2,3
envelopes,1,1
holders,2,3
unselfish,4,7
inward,2,3
invisible,4,7
Maynt,1,1
confidences,3,5
affectedly,1,1
Tinas,1,1
shut,40,79
reminded,6,11
staff,4,7
Just,27,53
shrouded,1,1
dolls,12,23
forlorn,8,15
heartily,23,45
astonished,10,19
morals,2,3
corporal,1,1
clutched,1,1
evil,7,13
tinkling,1,1
hunts,1,1
ripe,3,5
lorded,1,1
Randal,4,7
loop,1,1
uphill,2,3
Myself,1,1
Hebe,1,1
needlebook,1,1
unkindness,1,1
counter,1,1
apoplectic,1,1
rapidly,10,19
crammed,1,1
kingdom,5,9
support,12,23
distant,3,5
destitute,2,3
band:,1,1
SP,1,1
slightest,3,5
bolt,1,1
embrace,5,9
text,1,1
Bethys,1,1
threaded,1,1
mildness,1,1
lizards,1,1
effacious,1,1
strife,1,1
simile,1,1
spot,12,23
shows,6,11
Sallie,42,83
doze,1,1
businessman,3,5
cluster,2,3
mignonette,1,1
raging,1,1
fared,1,1
unshelled,1,1
Laying,1,1
blued,1,1
sketches,5,9
tightened,1,1
debonair,1,1
High,1,1
Almost,2,3
doubles,1,1
choicest,1,1
accumulate,1,1
drenching,1,1
yearly,1,1
children,97,193
gray,26,51
gone,79,157
Many,5,9
silver,16,31
doublet,1,1
carriages,3,5
shes,15,29
lights,1,1
MEETING,1,1
Fred,51,101
reassuring,1,1
dirt,4,7
culprit,2,3
attributes,2,3
ceremonious,1,1
land,7,13
bridge,4,7
rakishly,1,1
foreheads,1,1
accuracy,1,1
gunpowder,3,5
gifs,1,1
Legend,1,1
kitchen,24,47
Columbus,2,3
enchanted,1,1
gift,10,19
flirted,5,9
jumping,1,1
cock,1,1
unfolding,3,5
writes,4,7
lane,2,3
bracket,1,1
Undo,1,1
watchmans,1,1
consume,1,1
Peoples,1,1
sanginary,1,1
skim,2,3
affectation,3,5
peaceful,9,17
covering,4,7
shaped,1,1
papered,1,1
skin,3,5
opposite,12,23
neglects,1,1
ribbons,9,17
kindled,4,7
Holding,2,3
strive,1,1
adjoining,1,1
cooked,2,3
lumpy,1,1
apologetically,2,3
signing,1,1
dignified,8,15
shrine,4,7
writer,2,3
Route,1,1
muddy,4,7
Rothschilds,1,1
Show,1,1
acceptance,1,1
trained,1,1
tact,5,9
spiders,3,5
dolly,1,1
Wakefield,1,1
aint,10,19
instantly,2,3
declared,15,29
despondency,2,3
nuts,3,5
clearer,3,5
Bee,2,3
expectant,2,3
slighted,1,1
Procrastination,1,1
Earnest,1,1
toed,1,1
bucket,1,1
anticipations,3,5
hieroglyphics,1,1
delicacy,1,1
pills,1,1
underneath,2,3
abuse,1,1
irritable,2,3
turtledove,1,1
humdrum,1,1
congratulation,1,1
DAISY,1,1
unsolved,1,1
by,588,1175
forget,47,93
tenderly,26,51
necessity,2,3
scrapes,5,9
wrench,1,1
skip,2,3
violent,5,9
extremely,2,3
Gardening,1,1
braided,2,3
lit,1,1
impatience,3,5
worldlings,1,1
square,2,3
nectar,2,3
furbelows,2,3
sweetly,4,7
limps,1,1
includes,1,1
emboldened,1,1
memorials,1,1
beatified,1,1
Grandmas,3,5
sodden,1,1
Our,8,15
hanging,6,11
Scrabble,4,7
decide,7,13
Perkins,1,1
presently,15,29
remain,5,9
amazed,7,13
seasons,1,1
hints,3,5
read:,1,1
beams,2,3
mashed,1,1
card,4,7
Rig,1,1
reproach,6,11
Staring,1,1
alarmed,5,9
prayers,8,15
Noter,1,1
submission,2,3
saucepan,1,1
invested,1,1
feeding,3,5
showy,1,1
iron,1,1
Valrosa,5,9
Into,1,1
injured,14,27
care,125,249
cost,15,29
chanted,1,1
private,21,41
Perhaps,10,19
curtained,3,5
bleak,1,1
glimpse,3,5
Susie,3,5
sons,2,3
motionless,3,5
conducted,2,3
eclipse,2,3
acorn,1,1
Martha,1,1
monthly,1,1
repressed,1,1
smokiest,1,1
disappoint,4,7
involuntary,2,3
beste,1,1
sere,1,1
same,36,71
Out,9,17
racket,3,5
dismal,11,21
display,6,11
halls,1,1
attitude,12,23
gliding,2,3
column,2,3
languished,1,1
lightened,2,3
Wallenstein,1,1
quizzical,3,5
doy,1,1
Beethoven,1,1
contradictions,1,1
rapturously,1,1
sound,29,57
frock,5,9
folks,14,27
maddening,1,1
cultivated,3,5
material,4,7
chattering,1,1
desperate,7,13
stifled,2,3
Hanged,1,1
abandon,2,3
protestations,1,1
beguile,1,1
grandchildren,1,1
appeared,48,95
bouquets,9,17
Latin,5,9
history,5,9
rag,7,13
triumphant,1,1
paid,13,25
modest,9,17
constant,4,7
Poetic,1,1
BEREAVEMENT,1,1
butchers,2,3
larking,1,1
extending,1,1
ashore,1,1
pure,3,5
grocer,1,1
tyrannized,3,5
tempt,2,3
calmly,3,5
mirrors,1,1
penance,1,1
Palais,1,1
disquietude,1,1
waiting,28,55
retire,1,1
suspect,7,13
lately,10,19
delicate,7,13
sustain,4,7
match,11,21
filagree,1,1
fanning,1,1
POETS,1,1
Venice),1,1
animated,2,3
turtledoves,3,5
luxuries,1,1
willows,1,1
Sabbath,2,3
persuaded,3,5
remained,11,21
dismissed,1,1
basin,1,1
indescribable,5,9
stolen,1,1
extravagant,1,1
beery,1,1
Teddyism,1,1
theyve,1,1
outwits,1,1
benevolently,1,1
woman,70,139
minion,2,3
chronic,1,1
disgraced,5,9
snowball,1,1
denouncing,1,1
demoiselles,2,3
steady,7,13
uplift,2,3
caterpillars,1,1
devise,2,3
withdraw,1,1
reasonable,4,7
woolen,1,1
details,1,1
increase,4,7
mistook,2,3
livelier,1,1
Ditto,1,1
weeds,1,1
Alls,1,1
sigh,26,51
fro,17,33
might,115,229
place,97,193
gently,14,27
plates,4,7
earthquake,4,7
blowzy,1,1
By,23,45
oars,3,5
unprofitable,1,1
judge,1,1
cottage,1,1
diligently,2,3
increasing,3,5
warmth,7,13
spiritualistic,1,1
force,4,7
straightforward,2,3
blond,1,1
rashly,2,3
clutches,1,1
reason,16,31
appearance,9,17
tasting,2,3
changed,19,37
Only,14,27
ankles,2,3
depths,2,3
Winkle,6,11
relinquish,2,3
recommend,1,1
napkins,1,1
Ward,2,3
overflowing,2,3
exulting,1,1
tour,4,7
drizzled,1,1
charmingly,2,3
wrestled,2,3
Capital,1,1
briny,1,1
commons,1,1
pattering,2,3
bluer,1,1
Dranpa,3,5
But,207,413
always,187,373
easily,13,25
toads,2,3
less,19,37
exertions,3,5
listeners,3,5
reveled,4,7
musician,6,11
begun,12,23
inexorable,1,1
guests,6,11
romped,2,3
restrained,7,13
Tower,2,3
Which,12,23
tailed,2,3
fumed,1,1
piping,2,3
possibly,1,1
philandering,3,5
Queenstown,1,1
hymns,1,1
hustled,1,1
Jos,110,219
despairing,6,11
pocket,26,51
charities,1,1
discussing,3,5
game,14,27
fearing,11,21
Call,2,3
lest,10,19
buds,3,5
everybodys,3,5
explained,8,15
jobs,2,3
housekeeper,3,5
COLONEL,1,1
beamed,5,9
hinted,4,7
(their,1,1
boldly,5,9
Elysees,1,1
derangement,1,1
inner,1,1
pretend,1,1
Requiem,2,3
Gingolf,1,1
thousand,1,1
Dodo,4,7
boards,2,3
military,1,1
ran,44,87
proudly,5,9
apples,5,9
Scold,1,1
jolie,1,1
Count,8,15
Yonder,1,1
mourn,1,1
doubly,2,3
ships,4,7
clipped,1,1
income,2,3
memory,10,19
twos,1,1
ironin,1,1
Calm,1,1
Framed,1,1
faster,2,3
delinquencies,1,1
caressing,1,1
hardships,3,5
looks,36,71
somewhat,14,27
purple,10,19
otherwise,5,9
Never,24,47
festival,5,9
pail,3,5
Ivanhoe,1,1
language,9,17
indignation,6,11
prevailed,6,11
salutation,2,3
acknowledged,1,1
entertaining,2,3
FIRST,1,1
hue,1,1
secretary,2,3
performed,3,5
diaphanous,1,1
dealt,1,1
all,821,1641
sign,17,33
sobbed,4,7
garland,4,7
drying,4,7
resigned,4,7
toes,3,5
settled,29,57
rescued,3,5
begging,6,11
lower,6,11
straightway,2,3
pick,10,19
Letters,2,3
radiance,1,1
fastidious,3,5
spatted,1,1
unutterably,1,1
rap,3,5
sturdy,1,1
jangled,1,1
yesterdays,2,3
Coventrys,1,1
assiduity,1,1
rusty,2,3
Demosthenes,1,1
seating,1,1
Mediterranean,1,1
headstrong,1,1
dish,7,13
open,40,79
Curse,2,3
pain,27,53
Please,26,51
freedom,7,13
arnica,1,1
fortunes,4,7
hundred,8,15
fumbling,2,3
dozy,1,1
accent,5,9
hug,8,15
heroine,6,11
ungracious,1,1
crumple,1,1
length,4,7
shades,1,1
Buy,2,3
asks,2,3
bankers,1,1
imaginative,1,1
trim,1,1
Recamier,1,1
every,111,221
hed,11,21
reach,3,5
envious,1,1
Shouldnt,2,3
resolving,6,11
tenderness,4,7
fashions,4,7
observing,8,15
assuming,2,3
shroud,3,5
sprang,1,1
warned,2,3
forged,1,1
absence,7,13
fasten,1,1
mentor,2,3
oily,1,1
Twelve,1,1
spouse,3,5
pays,1,1
Coblentz,1,1
pyrotechnics,1,1
preachment,1,1
lowering,1,1
so,1021,2041
observed,29,57
sitting,39,77
hour,50,99
trailing,2,3
diamond,1,1
refuse,11,21
moist,2,3
cart,1,1
ravishingly,1,1
fever,16,31
protege,1,1
flush,4,7
imitating,3,5
preemptorily,1,1
seasickness,1,1
securing,1,1
trio,1,1
Hamburg,1,1
fry,1,1
friendly,29,57
rat,2,3
frill,1,1
dainty,7,13
tightly,4,7
trip,9,17
flutelike,1,1
tongues,5,9
purr,1,1
diverted,3,5
forefinger,2,3
stuffed,3,5
crushing,2,3
palest,1,1
paternal,8,15
cradle,2,3
talents,1,1
entertained,1,1
plague,9,17
hate,35,69
pair,44,87
spirits,23,45
horrid,9,17
Since,3,5
Will,18,35
obliged,15,29
pens,3,5
cinders,1,1
likeness,1,1
monster,2,3
strictly,1,1
racked,1,1
zeal,2,3
slumber,2,3
Returning,2,3
dogged,1,1
emphasize,1,1
gladly,21,41
buckwheats,2,3
asking,16,31
collar,4,7
resolutions,3,5
Italians,2,3
whine,1,1
decent,2,3
badge,2,3
squashes,1,1
provoking,3,5
refrain,6,11
Hand,2,3
reviews,1,1
spider,4,7
aloof,2,3
Johnson,2,3
elaborate,1,1
horsebreaker,1,1
agriculture,1,1
helped,23,45
chintz,1,1
reposed,4,7
legged,2,3
smoothing,6,11
wearer,2,3
obstacles,4,7
chose,6,11
Shall,13,25
distinguished,3,5
FAIR,1,1
Sweet,1,1
helpful,7,13
belladonna,2,3
Jungfrau,1,1
describing,2,3
awaiting,1,1
exploits,1,1
hum,4,7
beholding,1,1
alighted,1,1
recreant,1,1
captivating,4,7
denials,1,1
months,14,27
South,1,1
once,130,259
Engel,1,1
abruptly,6,11
oclock,11,21
poke,2,3
overseeing,1,1
Hannahs,10,19
witness,2,3
dreaming,3,5
stitching,2,3
bowls,1,1
sensational,4,7
currant,2,3
volubly,1,1
hath,1,1
one,676,1351
drawing,20,39
stage,11,21
principal,1,1
speak,42,83
bureau,3,5
sense,36,71
ear,11,21
pause,20,39
safely,10,19
eggs,1,1
pounding,1,1
cooler,1,1
Hang,3,5
Stop,4,7
bandbox,2,3
twirling,1,1
lounged,3,5
escapes,1,1
ray,2,3
extent,3,5
misunderstandings,1,1
compose,3,5
noise,2,3
overhung,1,1
substantial,1,1
assent,1,1
indulgent,1,1
blame,14,27
days,51,101
changes,10,19
shabby,7,13
hurried,17,33
tugging,2,3
TO,3,5
Clara,4,7
chickweed,2,3
resources,1,1
shield,5,9
heiress,1,1
valuables,1,1
pinched,1,1
Caroline,1,1
deceived,1,1
bald,2,3
smothered,2,3
peppermints,1,1
shimmering,1,1
chafed,1,1
thyself,1,1
concealment,1,1
shouting,1,1
sudar,1,1
niente,1,1
So,114,227
eat,29,57
abashed,6,11
husky,1,1
step,14,27
rubber,5,9
baggage,1,1
anniversary,2,3
NEW,2,3
palatable,1,1
Laertes,1,1
commissions,2,3
criticize,1,1
strolling,1,1
ivy,2,3
alterations,2,3
burns,1,1
immaculate,2,3
arching,1,1
overhaul,1,1
tyrannize,1,1
Weathercock,1,1
stationary,1,1
stuttered,1,1
would,438,875
good,429,857
trouble,56,111
newborn,1,1
certainly,15,29
actually,19,37
blithely,4,7
regarding,7,13
jolis,1,1
repeat,3,5
thereby,1,1
Beautiful,2,3
SEVEN,4,7
angry,20,39
pop,1,1
clubroom,1,1
troubadour,2,3
clean,2,3
rage,1,1
disperse,1,1
encouragement,1,1
skipping,1,1
contained,4,7
hen,2,3
shelter,3,5
burnt,1,1
figures,4,7
piety,2,3
counsel,1,1
expulsion,1,1
observations,1,1
ducking,1,1
internal,1,1
groped,1,1
bearded,1,1
heros,1,1
sewinsheen,1,1
Passers,1,1
pianos,1,1
pleasures,7,13
certain,20,39
bead,3,5
Jenny,6,11
teased,3,5
Thankee,1,1
woods,2,3
groping,1,1
belle,3,5
damsel,2,3
storybook,3,5
heaviness,1,1
(editors,1,1
Schiller,1,1
IMPRESSIONS,1,1
sparkle,3,5
adieux,2,3
Robs,1,1
alter,1,1
expect,14,27
romance,23,45
faithful,10,19
soon,118,235
restless,13,25
unheard,1,1
regret,18,35
gentle,19,37
beseech,1,1
limper,1,1
Mademoiselle,5,9
behaved,11,21
embarked,1,1
poles,1,1
frequently,3,5
touches,5,9
froth,1,1
Teutonic,2,3
notebook,1,1
Herculaneum,1,1
Dolce,2,3
charitable,1,1
night,88,175
laughter,20,39
taking,41,81
clashed,3,5
JAMES,2,3
TT,1,1
swim,1,1
mandarin,1,1
wit:,1,1
settles,1,1
savagely,1,1
shortsighted,3,5
Co,1,1
her,3192,6383
suffering,7,13
pistol,1,1
endured,1,1
bedclothes,1,1
pot,11,21
superb,1,1
empty,20,39
installment,1,1
sparkling,1,1
salve,1,1
Ned,23,45
disapproval,3,5
members,4,7
farmer,1,1
clear,9,17
eatin,1,1
darkly,6,11
gladness,2,3
St,4,7
shaded,1,1
dauber,1,1
trail,3,5
learning,23,45
hes,44,87
begged,18,35
glimpses,5,9
outcasts,1,1
neglect,8,15
Susies,1,1
sallied,1,1
aunt,8,15
repeated,3,5
henceforth,1,1
acorns,2,3
chased,1,1
shelf,5,9
audibly,1,1
observer,1,1
silks,1,1
grammatical,1,1
Vive,1,1
beneficial,1,1
ball,24,47
quit,1,1
stiffly,1,1
whats,8,15
also,42,83
garden,42,83
brothers,5,9
trick,2,3
rubbing,2,3
fortune,22,43
tables,7,13
BETH,5,9
complete,5,9
ache,4,7
cedar,1,1
upsetting,1,1
daunts,1,1
observes,1,1
manuscripts,3,5
double,5,9
armed,3,5
congratulations,3,5
invite,5,9
coo,2,3
knobby,3,5
perform,2,3
Emil,4,7
Lifting,1,1
Davises,1,1
superstition,1,1
womens,1,1
courteous,1,1
dimple,1,1
near,34,67
hats,13,25
allowed,29,57
praise,21,41
train,11,21
hearing,8,15
none,11,21
tryinger,1,1
hump,1,1
case,8,15
balm,3,5
MEETS,1,1
enemy,6,11
Tragedies,1,1
gypsy,1,1
swinging,2,3
raise,2,3
tiny,8,15
visits,4,7
buffeting,1,1
racks,1,1
adrift,1,1
scratching,2,3
ashes,1,1
consoling,1,1
sand,1,1
Shadow,1,1
swept,8,15
Hugo,9,17
tears,52,103
Despond,1,1
tones,2,3
horsehair,2,3
turnover,2,3
impart,1,1
mouse,4,7
elves,3,5
replenished,1,1
trays,1,1
priest,2,3
injury,2,3
shawl,5,9
creeters,1,1
hev,2,3
identical,1,1
sane,1,1
reverential,1,1
chopped,1,1
preaching,1,1
heretofore,1,1
entree,1,1
crumpling,1,1
who,435,869
statirical,1,1
plate,11,21
profitable,5,9
frills,2,3
neat,12,23
fortnights,1,1
hove,1,1
flickering,1,1
LITTLE,3,5
mention,8,15
Yesterday,3,5
magnificently,1,1
Softened,1,1
smarter,1,1
disappointments,1,1
intelligible,1,1
Hans,1,1
spiritless,2,3
heir,2,3
Whereat,1,1
everyone,62,123
sang,23,45
Being,9,17
hint,5,9
manly,5,9
forbear,1,1
eyeing,2,3
convicted,1,1
bounds,1,1
shearing,1,1
project,2,3
prophesied,1,1
regions,1,1
cash,1,1
convenient,2,3
gossiping,1,1
beam,3,5
tripping,1,1
hardest,2,3
trooped,1,1
what,338,675
child,65,129
drink,9,17
preserve,5,9
cot,1,1
hey,6,11
evolutions,1,1
queerest,1,1
comply,1,1
education,4,7
shell,7,13
Believe,1,1
cooled,3,5
picturesque,8,15
bona,2,3
aggravated,3,5
Play,2,3
printed,6,11
anxiety,22,43
Hope,4,7
congratulating,2,3
WEDDING,1,1
anywheres,1,1
images,1,1
hyacinth,1,1
Scotts,3,5
famously,1,1
silky,1,1
replied,50,99
forth,9,17
canst,1,1
escaped,9,17
Soldiers,2,3
crossly,3,5
tales,12,23
plume,2,3
confess,13,25
curled,1,1
assure,7,13
flirting,4,7
myrtle,1,1
Tupman,4,7
packets,1,1
sickroom,1,1
excursions,2,3
masse,1,1
quiz,1,1
compare,1,1
Splendid,1,1
softer,1,1
loved,58,115
behind,69,137
rubbed,3,5
huddled,1,1
turnovers,4,7
lunch,17,33
necked,1,1
wives,4,7
Prim,1,1
Gondola,1,1
invitations,2,3
failure,10,19
blood,5,9
push,2,3
crickets,2,3
puffs,1,1
energetically,3,5
perplexity,1,1
FROM,1,1
wounded,4,7
neckties,2,3
vegetables,1,1
trait,1,1
politest,1,1
philosophic,3,5
mortifies,1,1
terrace,4,7
people),1,1
ballroom,3,5
allumettes,1,1
customer,1,1
cask,1,1
shawls,1,1
fell,71,141
stiffness,1,1
leaned,20,39
convent,1,1
library,8,15
respects,4,7
favors,6,11
reports,2,3
command,1,1
possessions,3,5
gardings,1,1
squirrel,3,5
sech,1,1
sank,3,5
brooded,2,3
worshipin,1,1
bond,2,3
adhered,1,1
ornamental,1,1
Early,1,1
ramble,1,1
representative,1,1
cow,1,1
enough,96,191
moment,41,81
faded,8,15
lets,21,41
bonnet,31,61
Goodness,2,3
promises,4,7
bear,59,117
ladies,54,107
wise,30,59
betokening,1,1
secret,34,67
sharpest,2,3
bells,3,5
Flora,1,1
dreams,11,21
plucked,3,5
folly,5,9
bone,1,1
unfriendly,1,1
reluctance,1,1
resulted,1,1
hotel,3,5
sighted,1,1
rills,1,1
destitution,1,1
ought,61,121
poky,2,3
limped,1,1
daily,23,45
harum,3,5
pranced,6,11
obediently,5,9
fled,4,7
imploring,6,11
panting,2,3
shopped,2,3
de,7,13
tub,4,7
admission,3,5
fatigue,1,1
checks,1,1
modern,2,3
performing,1,1
grocery,1,1
goot,1,1
aspects,1,1
soften,1,1
whiffle,1,1
longing,21,41
brown,37,73
Shakespeare,6,11
touched,27,53
rebel,5,9
Africa,1,1
briskly,6,11
industry,2,3
fretful,2,3
beat,10,19
fingers,16,31
busily,5,9
shabbier,1,1
sunset,5,9
docile,3,5
glasses,4,7
opposed,1,1
unassuming,1,1
occupied,2,3
noisy,1,1
brewery,1,1
tousled,1,1
wish,127,253
answered,78,155
witch,4,7
perched,3,5
sunny,14,27
Did,17,33
poodle,3,5
atlas,1,1
Heres,19,37
charm,14,27
brilliant,17,33
Watch,2,3
butterflies,2,3
southernwood,1,1
astonish,3,5
cropped,2,3
Handsome,2,3
infect,1,1
solacement,1,1
banishment,1,1
infectious,1,1
daubed,1,1
Fervently,1,1
Herein,1,1
searched,1,1
inky,1,1
dabbling,1,1
why,44,87
tea,40,79
flute,2,3
tune,9,17
Die,2,3
idol,3,5
cheered,5,9
betrayed,11,21
crimped,1,1
larkspur,1,1
lilies,3,5
drove,13,25
portraits,2,3
conducive,2,3
shopman,1,1
chill,2,3
rely,1,1
rowing,2,3
music,55,109
particular,12,23
smoothly,6,11
horse,19,37
cultivate,2,3
daunted,3,5
admiring,10,19
Barnville,1,1
pleasanter,3,5
Camp,2,3
Commissary,1,1
risen,2,3
Bryants,2,3
alluded,4,7
invented,3,5
Does,5,9
cravat,1,1
acquaintance,5,9
temporary,1,1
mightnt,1,1
nieces,1,1
paragraphs,1,1
poisons,1,1
Successfully,1,1
watched,35,69
sentimental,18,35
publicly,1,1
upside,4,7
load,3,5
infant,4,7
vote,3,5
lamented,2,3
field,10,19
rigmarole,1,1
sidesaddle,1,1
codicils,1,1
contraries,2,3
Inclination,1,1
pokers,1,1
Royale,1,1
tug,1,1
seedcakes,1,1
cumbrous,1,1
customs,2,3
Meek,2,3
invent,1,1
belly,1,1
rents,1,1
to,5023,10045
voices,12,23
name,62,123
drop,23,45
Roderigo,12,23
felt,172,343
dance,23,45
brows,5,9
overwhelming,2,3
impatient,8,15
cast,13,25
MEG,2,3
persuasive,6,11
ED,1,1
shyness,3,5
dollars,11,21
vainly,2,3
clocks,1,1
bloom,6,11
eloquent,6,11
mountain,3,5
discovering,2,3
temptingly,1,1
premise,1,1
Diana,1,1
irrestible,1,1
conjugal,1,1
satisfying,1,1
plump,8,15
struck,20,39
kisses,4,7
turned,93,185
fonder,2,3
breakfasts,2,3
ordering,2,3
New,13,25
brave,13,25
directed,1,1
measles,1,1
sumptuously,2,3
spirited,3,5
discussion,5,9
ecstasy,1,1
whoever,2,3
aromatic,1,1
storks,2,3
blended,2,3
evoked,1,1
Chamberlain,1,1
coachmen,1,1
magnifique,1,1
Lucifer,1,1
powerful,1,1
grimmest,1,1
falter,2,3
Clarens,1,1
prone,1,1
poems,1,1
displayed,2,3
ambition,7,13
popping,4,7
defeat,2,3
restful,2,3
De,1,1
system,2,3
croqueting,1,1
preach,4,7
wail,2,3
barbers,1,1
dusk,4,7
justice,4,7
puss,2,3
lavender,4,7
err,1,1
sundry,4,7
clerk,2,3
sadness,1,1
effectual,1,1
intractable,1,1
bootjack,2,3
Birds,3,5
gathered,16,31
Primroses,1,1
Going,6,11
medicine,4,7
board,2,3
apple,8,15
angered,1,1
spoken,13,25
confidence,11,21
tease,6,11
satisfactory,9,17
whiskers,2,3
rises,2,3
punchtuation,1,1
bequeethe,2,3
bronze,2,3
silliness,1,1
thorny,4,7
marine,1,1
mullein,1,1
liberally,1,1
audible,1,1
audacious,1,1
gained,1,1
mammas,1,1
craving,1,1
motley,1,1
Nearest,1,1
sadly,9,17
do,644,1287
frantically,1,1
poked,7,13
mistakes,6,11
ungrateful,3,5
mispronouncing,1,1
pianny,2,3
telegram,5,9
anteroom,2,3
Weeks,1,1
silent,15,29
headquarters,1,1
despondently,1,1
sorrowful,4,7
sect,1,1
Contentment,1,1
adjournment,1,1
forsook,1,1
York,4,7
jews,2,3
beset,1,1
plums,1,1
ways,22,43
suited,17,33
shrill,3,5
blanc,5,9
lover,14,27
mauve,2,3
unclasp,1,1
nigh,1,1
neglecting,1,1
regiments,1,1
draped,3,5
replies,2,3
mushroom,1,1
Sphinx,1,1
agony,1,1
jars,1,1
footmen,1,1
Suddenly,1,1
exposed,1,1
Dim,2,3
pole,1,1
Sintran,1,1
loves,14,27
mortified,2,3
dwindled,2,3
soldierly,1,1
alacrity,2,3
crowd,2,3
painful,4,7
preparation,5,9
duck,1,1
People,7,13
benignity,1,1
disapprobation,1,1
More,4,7
featherbeds,1,1
rattling,3,5
irreproachable,1,1
bland,2,3
tun,1,1
affecting,1,1
despise,3,5
settin,1,1
darkness,1,1
away,326,651
hung,17,33
fainting,3,5
banished,1,1
stairs,11,21
Whatever,5,9
handed,4,7
grasshopper,2,3
dollanity,1,1
pity,16,31
distortions,1,1
sincerely,6,11
forty,8,15
EXPERIMENTS,1,1
realized,4,7
powers,6,11
primmed,2,3
cockles,1,1
abominably,2,3
unbent,1,1
Sintram,1,1
span,1,1
edition,1,1
Mees,3,5
rumbling,1,1
Flos,2,3
purified,1,1
marketing,1,1
remonstrations,1,1
intelligibly,1,1
haired,4,7
promised,27,53
glorified,4,7
To,44,87
crustiness,2,3
unapproachable,1,1
sakes,1,1
reins,6,11
plaguing,1,1
religion,4,7
jewel,3,5
fixedly,1,1
separate,3,5
Course,1,1
displeasure,2,3
rashness,1,1
conjectures,1,1
Apollo,1,1
went,269,537
rummage,4,7
later,12,23
foil,1,1
dialogue,1,1
refused,11,21
murmur,5,9
wailed,2,3
loan,1,1
mistaken,8,15
MISS,1,1
Cook,1,1
mathematical,1,1
getters,1,1
thorns,3,5
lunches,1,1
countryman,1,1
clap,1,1
Tumbling,1,1
filed,1,1
literally,1,1
lecturing,1,1
wait,48,95
Merry,3,5
warbled,3,5
bob,2,3
balling,1,1
wig,3,5
Mansion,1,1
plumy,1,1
reads,1,1
boundless,1,1
SQUASH,1,1
teach,20,39
ten,11,21
verge,1,1
assurance,2,3
condition,6,11
suspicious,4,7
shrugged,1,1
sandwiches,1,1
personae,1,1
correctly,2,3
JOURNAL,1,1
(for,3,5
toga,1,1
du,1,1
fulfilled,1,1
prompted,1,1
wiggle,1,1
knit,9,17
woke,12,23
deserved,10,19
onto,9,17
dust,11,21
Even,6,11
valuable,7,13
newspapers,5,9
unsuspicious,2,3
surprising,2,3
ducks,1,1
Pewmonia,1,1
Quartermaster,1,1
recovering,2,3
beginnings,1,1
paying,2,3
sunburned,1,1
kick,1,1
morrow,2,3
Votre,1,1
chimneys,1,1
Dis,1,1
Baron,1,1
byelow,1,1
gridiron,1,1
benefited,1,1
miracles,3,5
pervaded,5,9
Do,48,95
practiced,3,5
discarded,1,1
tut,2,3
gum,1,1
disappearing,1,1
impress,2,3
jib,3,5
Portuguese,2,3
facts,4,7
quarterly,2,3
Anxious,1,1
yellower,1,1
moved,4,7
buff,1,1
lovey,1,1
miraculously,1,1
immortalize,1,1
enriches,1,1
flew,24,47
Lucky,1,1
blank,2,3
clattered,2,3
cravats,1,1
domino,2,3
enclosing,1,1
assuring,1,1
starting,2,3
seeming,4,7
larches,1,1
expediency,1,1
tulle,2,3
knapsack,1,1
crumble,1,1
Professorin,2,3
everybody,16,31
vase,6,11
cells,1,1
blessing,5,9
invitation,6,11
flower,13,25
yawning,2,3
unlucky,3,5
influence,6,11
Keeping,1,1
value,9,17
doors,3,5
acid,1,1
proportions,1,1
Brookes,12,23
watches,3,5
TESTIMENT,1,1
adversity,1,1
deplore,1,1
morality,1,1
escorts,1,1
flies,1,1
aplomb,1,1
harangue,1,1
salvation,1,1
fire,58,115
kiss,34,67
bother,6,11
naturally,21,41
Dr,7,13
harboring,1,1
bashfully,2,3
queen,9,17
Vere,1,1
ADVERTISEMENTS,1,1
matronly,3,5
begone,1,1
Blue,1,1
Rushing,1,1
patronized,2,3
counsels,2,3
Ever,3,5
bog,1,1
voiced,1,1
cigarette,1,1
twinge,1,1
das,1,1
Artful,1,1
twittered,1,1
ready,82,163
special,5,9
suggested,16,31
crown,2,3
smoke,9,17
Vevay,6,11
Cuddle,1,1
childless,1,1
growing,12,23
color,21,41
kissed,27,53
solemnly,5,9
ascended,1,1
breadths,1,1
accordin,1,1
claw,1,1
shaggy,1,1
